-anddDXPbl7ccaPUgBKffA,Rizzo's Pizza,347 Centre St,Jamaica Plain,3.5,33,1,120,148,0.44776,42.3227626,-71.1064392
-bknA6O_8D3iG9H2fd0TOw,Nanning Wok,465 W Broadway,Boston,2.5,43,0,202,570,0.26166,42.3357322,-71.046361
-dC67tueQ-cYCFizG9xcnA,Boston Fenway Inn,12 Hemenway St,Boston,3.5,5,1,10,2,0.83333,42.3463684,-71.0888214
-dyaWHa-RhofzII6R7NnaQ,Sorelle Bakery & Cafe,100 Northern Ave,Boston,3.0,21,1,42,56,0.42857,42.3523787,-71.0433696
-gbgBe9mxp7uFIUjrc1yxQ,Moon Flower House,110 Brighton Ave,Boston,4.5,121,1,24,62,0.27907,42.3526526,-71.1304195
-gnp3KxKQQoV54wxR9YaBg,Ell-Bern Self-Serv Gas,584 Columbus Ave,Roxbury,1.5,7,1,34,50,0.40476,42.3402086,-71.0818519
-ohmG6K71AxLLf5u2bQ8JA,Supreme Pizza,177 Massachusetts Ave,Boston,3.0,132,1,46,132,0.25843,42.345817,-71.087358
-p9F79UO0SUYSEhMC0ZLKw,Anna's Taqueria,242 Cambridge St,Boston,3.5,384,1,94,178,0.34559,42.3610414266,-71.0679904717
-r3_DVHbUeJdSYv3seiv4w,honeygrow,100 Northern Ave,Boston,3.5,57,1,50,58,0.46296,42.3521912518,-71.043604903
-tX12XNiWrK89j1pyBOBUg,SoWa Winter Festival,500 Harrison Ave,Boston,3.0,21,1,14,14,0.5,42.342101,-71.065894
-wB-P4r8knsWw17CTXRamQ,La Casa Del Pandebono,271 Meridian St,Boston,5.0,26,1,68,66,0.50746,42.3762785,-71.0389397
-wY1laWJS5aC4Ycyl7V5yg,Life is Good,285 Newbury St,Boston,3.0,19,0,2,2,0.5,42.3490307,-71.0846734
0-t94gA9dgEoqIaE5FNokA,Nix's Mate,89 Broad St,Boston,3.0,139,0,48,82,0.36923,42.3574059,-71.0531973
00auKm-dnzG62uRQahOUhg,Ashur Restaurant,291 Roxbury St,Boston,4.0,52,1,0,4,0.0,42.3304041,-71.0943113
01sx-Pd8o_R9UGE20vPpSA,Rabottini's Pizza Pop Up,182 Western Ave,Allston,4.5,31,0,0,4,0.0,42.3631875,-71.1297881
06eY-W4sjDQjhVDjnhJi4Q,Café 47,47 Massachusetts Ave,Boston,3.5,126,0,34,50,0.40476,42.3498513,-71.0891662
06feX4qEHFMcPZsiWtvYfw,Thinking Cup,85 Newbury St,Boston,4.0,808,1,100,246,0.28902,42.351734691,-71.0746758945
0AOdsO0aRRRlwxH_MGeoWg,Suya Joint All African Cuisine,185 Dudley St,Roxbury,3.5,100,1,108,190,0.36242,42.3283291,-71.0818577
0C9RCzBtegw6uuSfHc6b3Q,Boston Living Center,29 Stanhope St,Boston,4.5,11,1,148,248,0.37374,42.3485979,-71.0730304
0EILBP5TxMPujUxkAfjAaA,Ben & Jerry’s,174 Newbury St,Boston,4.0,91,1,92,114,0.4466,42.3503033,-71.0789712
0KQPHFXqOj4LhZCrlH7GXw,Teriyaki House,32 W Broadway,Boston,3.0,339,1,272,624,0.30357,42.3427363,-71.0563464
0KxoDZxujvoPySxxPHMIag,Turkuaz Market,16 Brighton Ave,Allston,4.5,22,1,70,82,0.46053,42.3520849,-71.1258892
0PhIcyf4w2ZgESuMdN6Ebw,Mashawi Grill,157 Sutherland Rd,Brighton,3.0,55,0,28,50,0.35897,42.3410625,-71.1468213
0QBpqLaKqVKlHTSsrqBHdQ,Panera Bread,201 Brookline Ave,Boston,3.0,54,0,50,52,0.4902,42.344637,-71.101502
0Rm-y6HZee9c02TXArpeqw,Tea Forte,91 Newbury St,Boston,4.5,14,1,14,12,0.53846,42.351946,-71.0750564
0UY6UXEedB2_M7vK6pYISQ,Neighborhoods Coffee & Crepes,96 Peterborough St,Boston,4.0,379,0,68,220,0.23611,42.343162,-71.099228
0WBT0uSraXfAu3QQ3HK0mA,Globe Bar and Cafe,384 Boylston St,Boston,3.0,355,0,4,38,0.09524,42.3514228,-71.0719333
0XG9nPtBEmVT7sPlZ67q2g,AutoZone,55 Brighton Ave,Allston,3.0,12,0,10,8,0.55556,42.3528616,-71.1275936
0dgAJMoacNZblLNoLYxS9g,Best Buy,401 Park Dr, Ste 4,Boston,2.5,74,0,10,4,0.71429,42.3448584,-71.1024135
0ejhwywApMMI99iq5ftTOw,Tapeo,266 Newbury St,Boston,3.5,728,0,68,152,0.30909,42.3491842,-71.0832045
0exn6MoH5MVASUYkEj6XOg,Sun Pizza,46 Washington St,Dorchester,2.5,5,1,120,402,0.22989,42.3070863,-71.082098
0fbJdAPMHQBUGl4aNsg7-Q,Pasta Beach,30 Rowes Wharf,Boston,3.5,273,1,108,158,0.40602,42.3568991,-71.0502635
0lJZCkGpLFuuJa293ezI6Q,CVS Pharmacy,631 Washington Street,Boston,3.0,35,1,32,36,0.47059,42.352585,-71.062968
0s8iv660dB30pHK4W1r6KA,Genki Ya - Boston,232 Tremont St,Boston,3.5,494,1,318,1072,0.22878,42.3512381909,-71.0646977123
0tdHX6YfOI_BkC3fsz3Inw,Olives,10 City Sq,Charlestown,3.5,150,0,62,110,0.36047,42.3721794015,-71.061667343
16PGaQl-s11xlYOX6TYSBQ,Laz All Day Breakfast and Pizzeria,1744 Washington St,Boston,3.5,6,1,232,488,0.32222,42.336551,-71.0765671
18tM0XvE1F9j-QWHWIl0zw,Kriola Restaurant,33 Hancock St,Dorchester,3.5,6,0,102,140,0.42149,42.3143101,-71.0658176
1BeInzqGIKAu-j0mN8AdrQ,America's Food Basket,942 Hyde Park Ave,Hyde Park,2.0,14,1,118,884,0.11776,42.267608,-71.119804
1E_JFdI6HfEhh3T_qvO_jw,Stephanie's On Newbury,190 Newbury St,Boston,3.0,1553,1,248,1002,0.1984,42.3502421,-71.0795453
1EkC4GEqF99nf-XrJ2wzsg,Sai Gon One Restaurant,1331 Dorchester Ave,Boston,3.0,49,1,138,458,0.23154,42.3052717147,-71.0591793805
1Ggpx51s15M0sHfUqj9CjA,Boston Common Hotel and Conference Center,40 Trinity Pl,Boston,2.0,60,0,32,28,0.53333,42.3485348,-71.0747546
1M5yNOje8Eoz4m_CS89t9w,My Cousin's Place,396 Hanover St,Boston,4.0,89,1,58,226,0.20423,42.3659527826,-71.0529154596
1NzX_vTH_x2Q25198vI8tg,CVS Pharmacy,1927 Beacon Street,Brighton,3.0,38,1,28,42,0.4,42.3359,-71.1489
1W9m6f8GXrtpzibXi0FrtQ,Sbarro,417 Washington St,Boston,1.5,6,0,84,240,0.25926,42.3558635,-71.0604975
1Wkrq7LD-mQQSIo1kismfg,Dunkin',315 Centre St,Jamaica Plain,2.5,18,1,130,152,0.46099,42.323091,-71.103837
1WnhNBZSqFKbqJL_0OSvkQ,Roslindale House of Pizza,4168 Washington St,Roslindale,3.5,45,1,138,328,0.29614,42.2878476,-71.1263907
1ZF6BpaRvtyjT7-_x5dZHg,St Elizabeth's Medical Center,736 Cambridge St,Boston,2.5,135,1,6,4,0.6,42.3488724,-71.1473582
1_IdvN2Xwtliguep2eLdaA,Crazy Dough's Pizza,800 Boylston St,Boston,3.5,29,0,60,76,0.44118,42.347357,-71.08254
1a2Ce7eujcAxy_EGVtYWFQ,Goodbar,183 State St,Boston,2.5,42,0,108,226,0.32335,42.359397,-71.0531573
1gE3nHuHVxOapKDWWRJy7A,Panificio,144 Charles St,Boston,3.0,300,1,172,386,0.30824,42.3598776,-71.0708957
1gx0tfmOgXVTYYts-bAPuA,Bruegger's Bagels,644 Beacon St,Boston,3.0,85,0,46,320,0.12568,42.3494364,-71.0957101
1inmqf0gEp0EblDl3EeNtA,Phu-Ket Thai Restaurant,1856 Centre St,West Roxbury,3.5,160,1,300,502,0.37406,42.2860147,-71.1545676
1mDFr87YCXXgOZyxwmP8OQ,East Ocean Restaurant,3704 Washington St,Jamaica Plain,2.5,15,0,90,144,0.38462,42.3004123,-71.1128933
1nkjJeCNUMyYETEA6HWk5A,Tommy's Pizzeria,10 Fairmount Ave,Hyde Park,3.5,10,0,32,96,0.25,42.2557648,-71.1208532
1nyKCTu9jqgEN4jnYYe_pw,Sultana's Bakery & Cafe,1585 Commonwealth Ave,Brighton,4.5,81,1,36,46,0.43902,42.3441952,-71.1430607
1pXcVSMM79NB5GVkh1KmPA,Turtle Swamp Brewing,3377 Washington St,Boston,4.5,57,1,8,2,0.8,42.3090094863,-71.1053470225
1qzVqNwoNOoDV1MzP3j4_g,Boloco Cleveland Circle,1940 Beacon St,Brighton,3.5,104,0,38,76,0.33333,42.3364295949,-71.1495723341
1rG7sdHTnosYx6xtCzmWBQ,Rebecca's Cafe & Catering,411 Brookline Ave,Boston,3.5,5,0,2,4,0.33333,42.3388919,-71.1072903
1ss2itq2vuEvb_SYKjGIvw,William's Tavern,92 A St,Boston,4.0,10,0,24,18,0.57143,42.3426277,-71.0545925
1tTteHe8JOnqN7W7fcqbKQ,Canestaro Restaurant & Pizzeria,16 Peterborough St,Boston,4.0,132,0,46,76,0.37705,42.3439774,-71.0957364
25DUwcQq4ywNMivBjig2Rg,Lucca Restaurant & Bar,226 Hanover St,Boston,3.5,478,1,102,248,0.29143,42.3631864,-71.0550955
25IQNB6eiMhJFw3icat_0g,Beacon Hill Athletic Club,1686 Commonwealth Ave,Brighton,4.0,110,1,22,2,0.91667,42.341289,-71.1457461
281rgO7YXyxbJUo78WXUaw,Los Bendecidos,264 Hyde Park Ave,Jamaica Plain,4.5,8,0,64,102,0.38554,42.2924737,-71.1176391
2C0Uzk2S2BzTxwaFD6wWXA,Rite Aid,1100 Dorchester Ave,Dorchester,3.0,17,0,36,62,0.36735,42.3131595684,-71.0565045476
2CIpOYdck5y9dUQEj8oyAQ,Jade Monkey,1952 Beacon St,Boston,3.5,44,0,4,16,0.2,42.3361676849,-71.1502428104
2F5L_0MZSPp5egi_yY0-yA,Haley House Bakery Café,12 Dade St,Roxbury,4.5,223,1,106,696,0.13217,42.3320572,-71.0825309
2FPqfGIfBcpk5uRjb61e3w,Taco Mex,65 Maverick Sq,Boston,3.5,110,1,214,318,0.40226,42.3695905,-71.038657
2FVAE2bmhl_3oZQ_gRHkiA,Villa Sombrero Cafe,554 Dudley St,Dorchester,2.0,5,1,120,980,0.10909,42.321299,-71.071954
2Gx-ttuhsFvNkI5p2Cu6rw,Peregrine,170 Charles St,Boston,3.5,29,1,18,16,0.52941,42.360636,-71.07123
2OATZEXoq74_D99-3UL3xw,Insomnia Cookies,708 Commonwealth Ave,Boston,3.0,165,1,42,52,0.44681,42.349475,-71.105418
2O_KVXfW7CtYsmSHxA4Hew,Juicygreens,61 South St,Boston,4.0,66,1,32,48,0.4,42.307693,-71.115817
2OkM6RT7vqCPuzuP3rvOfA,Mana Escondido Café,68 Aguadilla St,Boston,4.5,91,1,92,174,0.34586,42.341303,-71.07573
2P6tW6QHwHZigT9GDFGUtw,The Real Deal,1936 Beacon St,Brighton,3.0,110,0,26,28,0.48148,42.3363202437,-71.1499241841
2QYu6oKnOl0dopMC3nGsQQ,Rinconcito Salvadoreno,313 Meridian St,Boston,4.0,5,1,114,164,0.41007,42.3774761,-71.0389936
2dLtQKsWeA2NsgmUbHG1zw,Howl at the Moon Boston,184 High St,Boston,3.0,391,1,102,118,0.46364,42.3565569,-71.0523694
2euT7ZfMLq4KH2t7BUJwgw,Boston Ramrod,1254 Boylston St,Boston,3.0,17,0,2,0,1.0,42.3448775,-71.0957999
2gfCQNoewPjyEFh-5aTMgg,Piadina Cafe & Coffee Bar,75 State St,Boston,3.5,45,0,46,88,0.34328,42.358897,-71.055322
2hYy7JzOBXANdERl1vepyQ,West Roxbury Medical Group,1832 Centre St,West Roxbury,4.0,5,1,170,304,0.35865,42.2865841,-71.1536245
2mYabDGiwYidfct2Z7lFHA,Rooftop at Revere,200 Stuart St,Boston,3.0,72,1,22,44,0.33333,42.3503716,-71.0674657
2p-a5qbLKcNTqqbFwlWvIQ,D'angelo,200 Brookline Ave,Boston,3.0,7,0,60,82,0.42254,42.3436691,-71.1019491
2r0S8NZtoyvwSJQqUr0YQw,Papas Roast Beef & Pizza,55 Causeway St,Boston,2.5,10,0,66,64,0.50769,42.3643192,-71.0628708
2rY6iHYoIfwBbUiGHTFxMg,Toro Sushi Cheo Ga Jip,1245 Commonwealth Ave,Boston,2.5,34,0,104,150,0.40945,42.3501344,-71.1318619
2rnZYS2VJMaC47v8PbgClw,Kappy's Fine Wine & Spirits,216 Border St,Boston,3.5,26,1,54,52,0.50943,42.375694,-71.0406528
2tySeF68Vew6v5OpwR5b4Q,Star Market,33 Kilmarnock St,Boston,2.0,54,1,172,288,0.37391,42.3435552,-71.1004512
2v0-gBcXethuNFT6rMGiRw,Mr. Dooley's,77 Broad St,Boston,4.0,431,1,196,266,0.42424,42.357643,-71.0536578
2z_YPXD7eln42Q961Shxig,Fastachi,83 Charles St,Boston,4.5,21,0,12,6,0.66667,42.3584023118,-71.0705599934
32sk15wEZbaUF_lp97uDTQ,Invi Restaurant,765 Morton St,Mattapan,3.5,6,1,22,32,0.40741,42.2833547,-71.0894124
33Z2plFle9koM43BEUkSPg,Stop and Taste Pizzeria,239 Dudley St,Roxbury,3.0,14,1,74,80,0.48052,42.3284165,-71.0797724
37Mu5TIWpdla47yWDIsVnA,Allston Cafe,155 Brighton Ave,Boston,3.5,42,0,10,98,0.09259,42.3530639,-71.1320846
38HqGkzDw0MSa1MoB7Xxtw,Quattro,264 Hanover St,Boston,3.5,411,1,102,208,0.32903,42.3636992,-71.0548319
39K3YQ8ZTUoJXMnpjtP4UA,Tu Metapan Restaurant,295 Bennington St,Boston,4.0,33,1,144,160,0.47368,42.378732,-71.0281172
3HVGjPeixZIKOtPuJ62Cqw,CVS Pharmacy,55 Summer Street,Boston,3.5,27,1,36,52,0.40909,42.3543,-71.0592
3HYkNg2aPzOZ3ovUl98mVQ,Boston News Cafe,28 State St,Boston,4.0,12,1,68,64,0.51515,42.3592454,-71.0574839
3HzY-S3oIeYzaNuyfQ8oXA,Boston Union Gym,48 Boylston St,Boston,3.5,9,0,4,6,0.4,42.3521467,-71.0641107
3IPili48JdyKUayU5CZu1A,Burger King,1610 Vfw Parkway,West Roxbury,2.0,19,1,60,274,0.17964,42.2659073,-71.1678969
3J2imN7dYqzYeDUEZdO08g,Chinese Dragon,380 Chelsea St,Boston,3.0,86,1,316,426,0.42588,42.3793504,-71.0281007
3NJcVRQ7e84H6IcE74WkPg,Cafe Orient Heights,1000 Bennington St,Boston,4.0,22,0,94,184,0.33813,42.3868857,-71.0068836
3OLeRXDdWoclrkE9_58NcQ,Best Liquors,1088 Dorchester Ave,Dorchester,3.5,10,1,20,26,0.43478,42.313529,-71.05682
3PtR_aOxDn8MTZun6SP76w,Jane's Salad & Buffet,274 Franklin St,Boston,3.5,41,0,10,14,0.41667,42.3569568,-71.0534652
3Q_3bl5OK2XXXed6qehULw,Juicy Spot Cafe,16 Tyler St,Boston,3.5,132,1,18,14,0.5625,42.3508365,-71.0605975
3SFk3-fboi1U9PFEDs1o3Q,Cafeteria Boston,279A Newbury St,Boston,3.5,943,0,118,560,0.17404,42.3492655411,-71.0844025148
3WvvXipZXAMgF00Xz6VNxw,Pizza Pie-er,182 Massachusetts Ave,Boston,3.5,91,0,92,334,0.21596,42.3458009,-71.0866845
3XmUUDb9Juay7aCF4H-zug,Dunkin',1138 Washington St,Boston,4.0,13,1,46,104,0.30667,42.3437321,-71.0658319
3_u0CYYreKXGxrz0c_IZYA,Fitworx-West Roxbury,1665 Vfw Pkwy,West Roxbury,2.5,18,0,6,0,1.0,42.264506,-71.169129
3eaxpJ3fi5YSMakuirfrZQ,Dunkin',430 Stuart St,Boston,2.5,17,0,102,206,0.33117,42.3486028,-71.0750434
3jEkzbx62A6GvfRduOM83A,Clover Food Lab,565 Boylston St,Boston,4.5,8,1,2,18,0.1,42.350683,-71.0763563
3jLE4gS2s7yeKjIdFBluUw,Sage Restaurant,1395 Washington St,Boston,3.5,65,0,4,8,0.33333,42.341384,-71.0702
3kUWjyRGWc_RUGDw9X3qUw,Eagle's Deli,1918 Beacon St,Brighton,3.5,426,1,28,32,0.46667,42.3365673,-71.1491452
3nmqhc5X3V9kIybow99zVw,Marshalls,126 Brookline Ave,Boston,3.0,26,1,16,10,0.61538,42.3454753344,-71.1000659983
3qC2B1YVyLtjPUl0BAksvw,El Embajador,3371 Washington St,Jamaica Plain,4.0,37,1,196,450,0.30341,42.3091641,-71.1052281
3sjpDMhSpzape7vGG0Czww,Viga Italian Eatery & Caterer,291 Devonshire St,Boston,4.0,97,1,174,286,0.37826,42.354191,-71.057978
3u0AxpA7sZ3RTyZss0o_Bg,Sweet Kingdom,145 Harvard Ave,Allston,3.0,150,1,74,100,0.42529,42.3520385,-71.1321139
3uYpf47Lx411R38uvJJagA,Rite Aid,1329 Hyde Park Ave,Hyde Park,1.5,7,0,32,22,0.59259,42.253515,-71.125618
3uyvi_du7-sMxkYpcAg0-A,Greystone Cafe, Bakery, and Provisions,123 Appleton St,Boston,4.5,11,1,10,6,0.625,42.345277,-71.074687
3vxuGl0XyxH38EqlZj8dXQ,Wired Puppy Boston,250 Newbury Street,Boston,4.0,391,0,42,104,0.28767,42.3493765,-71.0826238
3w0SZIZxmZ3mxBWPnQdHYA,Los Amigos Taqueria,366 Washington St,Brighton,3.5,101,1,20,210,0.08696,42.3489906,-71.1538177
3w53096TZI65qMgxhuwc2A,Taranta Cucina Meridionale,210 Hanover St,Boston,4.0,473,0,72,86,0.4557,42.363031,-71.0555801
3wcBaPP4eEukyj2NF2G60Q,Bean & Leaf Cafe,20 Custom House St,Boston,4.0,50,1,250,276,0.47529,42.358242,-71.053006
3xN6Z7wvmGWBnkMjWaQNMA,Molly's Farmhouse Coffee,16 Preble St,Boston,2.5,38,1,14,46,0.23333,42.3295778,-71.0562976
3zZbX0j7R9ejFPEa7BwzBQ,Terrie's Place,676 E Broadway,Boston,3.5,25,0,36,108,0.25,42.3356114,-71.0375211
4-parrXC5vWK0ONgbY-eTA,The Proper Slice,547 Washington St,Brighton,4.0,191,0,58,66,0.46774,42.3495501,-71.1637263
40IOuerRlUorh50RE3-xHg,Bed Bath & Beyond - Fenway Park,401 Park Dr,Boston,3.5,70,1,16,10,0.61538,42.3448472,-71.1023307
438xwnZ_j61hX7ymJsApVQ,Irish Village,224 Market St,Brighton,4.5,59,1,38,30,0.55882,42.3549275,-71.1497022
4477ntkswKJ7L3a9pQlgpA,Thai Dish,270 Babcock St,Boston,4.5,113,1,86,104,0.45263,42.3527433,-71.1218741
447qkKsTlaDGFBtjOku2tg,Dunkin',757 Centre St,Jamaica Plain,2.5,25,1,190,266,0.41667,42.3104729,-71.1152128
44YmdyZClNgMwvwlPENs0A,Annabelle's Restaurant,1300 Hyde Park Ave,Boston,3.0,73,0,20,68,0.22727,42.254125,-71.12403
4BvwBV_M7mF_CUr1OyEPFg,Yada Yada,34 Farnsworth St,Boston,4.0,62,0,102,154,0.39844,42.351884,-71.048083
4CrgpIssu9HTqdVF4LA6SQ,Yale Appliance,296 Freeport St,Dorchester,4.0,317,1,34,8,0.80952,42.302842,-71.051823
4HnToN8bByaPRTTehukvXw,Brendan Behan Pub,378 Centre St,Jamaica Plain,4.0,191,1,80,174,0.31496,42.3219921,-71.1092813
4LEzoqd0925mkjS1ZlUljA,Fish Pier Restaurant & Market,667 E Broadway,Boston,3.0,17,0,2,356,0.00559,42.3354065,-71.0378484
4MoIeKu_att0PiwsF_va3g,The Dish,253 Shawmut Ave,Boston,4.0,45,0,0,6,0.0,42.3434619,-71.0687342
4NocTXHleji0hihMhMPnJA,Crush Pizza,107 State St,Boston,3.5,229,1,26,214,0.10833,42.3590666,-71.054993
4RpdVZIR3dV890pJ5hQd9A,Lucca Back Bay,116 Huntington Ave,Boston,4.0,342,1,92,178,0.34074,42.3465561,-71.0799281
4dCZS0J19zaF1atPF-6Yjg,Cold Stone Creamery,201 Brookline Ave,Boston,3.5,55,0,2,0,1.0,42.3445717,-71.1016796
4h4eTyrnQc1exOw74T_tQg,Eclano,54 Salem St,Boston,3.0,12,0,0,2,0.0,42.363226,-71.0560967
4jmJfNpYghoTFHe5G0zahw,Safari African Restaurant,1336 Blue Hill Ave,Mattapan,4.5,23,1,44,94,0.31884,42.2779793039,-71.0931428522
4kmlM8GDe4dC0RdrsMIGlA,Laffa,31 St James Ave,Boston,3.0,52,0,30,60,0.33333,42.3507327,-71.0716175
4lh4qhKXYRdJAo6fMeXC8A,Pueblo Viejo 2,309 Bennington St,Boston,3.0,12,1,58,76,0.43284,42.3788698,-71.0278386
4oaguwA4m2uVxDckpvivmg,Kapow Thai Cuisine,2257 Dorchester Ave,Dorchester,3.0,88,1,112,390,0.22311,42.273394,-71.068001
4zii2UPyOE_Mc0kyLOHFOg,Dunkin',456 Blue Hill Ave,Dorchester,2.0,21,1,68,126,0.35052,42.3093934,-71.0820627
52KjelpMBgWEewcp5uh8zg,sweetgreen,225 Franklin St,Boston,3.5,18,1,18,30,0.375,42.3559701,-71.0539553
52uUBabMOJ6TxvHhqoUTHw,Cosi,133 Federal St,Boston,3.0,66,1,94,178,0.34559,42.3542474,-71.0565758
53Czy3jRivJ9v9yqFb7whA,Chipotle Mexican Grill,1924 Beacon St,Brighton,3.0,107,1,50,98,0.33784,42.3364117,-71.149575
56h0R9NEKQXGPbWjzPLDgA,Bauer Wine & Spirits,330 Newbury St,Boston,4.5,89,1,42,20,0.67742,42.348473,-71.08629
58vy2Q6VHkR-paG_lDJaQQ,thirst,645 E 2nd St,Boston,4.0,9,0,30,32,0.48387,42.3372694,-71.0374336
5COZs-1gqBCOvAIkMzxYaw,Arizona Barbeque,2360 Washington St,Roxbury,2.0,30,1,118,970,0.10846,42.3293591,-71.0844575
5Dunrbot7sEUdh9AfJoFew,C-Mart Supermarket,50 Herald St,Boston,3.0,40,1,288,434,0.39889,42.3463211,-71.0650515
5FdrUjfxDXgghZ2Q4FH3aA,Mama Blanca Restaurant,1045 Saratoga St,Boston,3.0,15,0,102,174,0.36957,42.3859192,-71.0050918
5HMXgD_gui5n0Tc_hadesg,The Gallows,1395 Washington St,Boston,4.0,859,1,52,100,0.34211,42.3413429,-71.0702513
5HtKXpccv60YtqpjszDGBQ,Roast Beast,1080 Commonwealth Ave,Boston,4.5,478,0,34,68,0.33333,42.3517831811,-71.1236789566
5IAQj7uecoiNfdnyU3jyiQ,Jonquils Cafe & Bakery,125 Newbury St,Boston,3.5,120,1,8,6,0.57143,42.3514359,-71.0766349
5Jm8du6LOoQGvGcaDuVj7w,Tasty Burger,145 Dartmouth St,Boston,3.0,208,1,100,160,0.38462,42.347288,-71.075599
5Jw0-1di7Pn9HlEaeyu7tQ,D Street Pizza,309 D St,Boston,2.0,5,0,56,158,0.26168,42.3399629,-71.0492428
5LEP8Rcb4_To8amoZodtow,The Butcher Shop,552 Tremont St,Boston,4.0,517,1,50,194,0.20492,42.34376,-71.071454
5QrgnLkqhduFMKfm66Aqog,Burger King,553 Boylston St,Boston,3.5,22,0,38,114,0.25,42.3507109,-71.076092
5STbrZ-GGRZbhH26s7j4nA,Regal Cafe,686 Morton St,Boston,1.0,126,1,122,344,0.2618,42.2847475,-71.0920679
5SWfawtEM_l2zz-XJyqDCg,Papa John's Pizza,971 Tremont St,Boston,1.5,88,0,46,142,0.24468,42.3374746,-71.0839943
5TsjdwNt10gxGChQtGGpdg,Gaslight,560 Harrison Ave,Boston,4.0,2056,0,96,210,0.31373,42.3409677895,-71.0673901927
5UTGLJiuUJdWWXXxIKJX3A,Great Chef Chinese Food Day Square,390 Chelsea St,Boston,3.0,43,1,504,628,0.44523,42.3795164,-71.0279315
5UZpTm0JTWuV8-nfv0Q2UQ,Papa Johns,522 River St,Boston,2.0,10,1,16,88,0.15385,42.2672641,-71.0943402
5hnb9-lApTlDzUxhoLTcMg,Rite Aid,710 E Broadway,South Boston,2.0,18,1,22,42,0.34375,42.3362055,-71.036498
5iYk21_8rnYN8sR-R4_kLA,Viga,304 Stuart St,Boston,4.0,148,0,114,196,0.36774,42.3497886,-71.0707232
5oUOPgwX1fyfCpoy2oqKLA,Delfino,754 South St,Roslindale,4.0,293,1,94,216,0.30323,42.286962,-71.129534
5prA--2LtkDqiKNhocylMA,La Parrilla,299 Hancock St,Boston,3.5,25,1,78,240,0.24528,42.308117,-71.0588
5qX8B_7LNNDZz9GZK76Ygg,Joseph's Pizzeria,1200 Blue Hill Ave,Mattapan,4.0,10,1,74,268,0.21637,42.2834581,-71.0914096
5qsE6LCDjoSc4YFBZHVVtQ,Cappy's Pizza & Subs,304 Centre St,Jamaica Plain,2.5,45,1,166,806,0.17078,42.3227229,-71.1033752
5r6fQVI_Oaix-NGsdtNBCA,Internal Matter,35 Channel Center St, Ste 100,Boston,4.5,30,0,16,16,0.5,42.34636,-71.050548
5rINmqRcMlJCBR3vwMKbtg,Cinquecento,500 Harrison Ave,Boston,4.0,539,0,48,40,0.54545,42.342118,-71.065805
5x-k42_DuMB_eJHBoD6L1g,China Maxim III,241 Market St,Brighton,3.0,48,1,178,304,0.36929,42.3546319,-71.1505079
